N,c1,c2,liar_caught
21,18,3,false
21,2,19,false
21,19,2,false
21,2,19,false
21,19,2,false
21,2,19,false
21,19,2,false
21,2,19,false
21,19,2,false
21,2,19,false
21,19,2,false
21,2,19,false
21,19,2,false
21,1,20,false
21,20,1,false
21,1,20,false
21,20,1,false
21,1,20,false
21,20,1,false
21,1,20,false
21,20,1,false
21,1,20,false
21,20,1,false
21,1,20,false
21,20,1,false
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,10,12,true
22,12,10,true
22,10,12,true
22,12,10,true
22,10,12,true
22,12,10,true
22,10,12,true
22,12,10,true
22,10,12,true
22,12,10,true
22,10,12,true
22,12,10,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,9,13,true
22,13,9,true
22,9,13,true
22,13,9,true
22,9,13,true
22,13,9,true
22,9,13,true
22,13,9,true
22,9,13,true
22,13,9,true
22,9,13,true
22,13,9,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,8,14,false
22,14,8,true
22,8,14,false
22,14,8,true
22,8,14,false
22,14,8,true
22,8,14,false
22,14,8,true
22,8,14,false
22,14,8,true
22,8,14,false
22,14,8,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,7,15,false
22,15,7,true
22,7,15,false
22,15,7,true
22,7,15,false
22,15,7,true
22,7,15,false
22,15,7,true
22,7,15,false
22,15,7,true
22,7,15,false
22,15,7,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,6,16,false
22,16,6,true
22,6,16,false
22,16,6,true
22,6,16,false
22,16,6,true
22,6,16,false
22,16,6,true
22,6,16,false
22,16,6,true
22,6,16,false
22,16,6,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,5,17,false
22,17,5,true
22,5,17,false
22,17,5,true
22,5,17,false
22,17,5,true
22,5,17,false
22,17,5,true
22,5,17,false
22,17,5,true
22,5,17,false
22,17,5,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,4,18,false
22,18,4,false
22,4,18,false
22,18,4,false
22,4,18,false
22,18,4,false
22,4,18,false
22,18,4,false
22,4,18,false
22,18,4,false
22,4,18,false
22,18,4,false
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,3,19,false
22,19,3,false
22,3,19,false
22,19,3,false
22,3,19,false
22,19,3,false
22,3,19,false
22,19,3,false
22,3,19,false
22,19,3,false
22,3,19,false
22,19,3,false
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,2,20,false
22,20,2,false
22,2,20,false
22,20,2,false
22,2,20,false
22,20,2,false
22,2,20,false
22,20,2,false
22,2,20,false
22,20,2,false
22,2,20,false
22,20,2,false
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,1,21,false
22,21,1,false
22,1,21,false
22,21,1,false
22,1,21,false
22,21,1,false
22,1,21,false
22,21,1,false
22,1,21,false
22,21,1,false
22,1,21,false
22,21,1,false
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
22,11,11,true
23,11,12,true
23,12,11,true
23,11,12,true
23,12,11,true
23,11,12,true
23,12,11,true
23,11,12,true
23,12,11,true
23,11,12,true
23,12,11,true
23,11,12,true
23,12,11,true
23,10,13,true
23,13,10,true
23,10,13,true
23,13,10,true
23,10,13,true
23,13,10,true
23,10,13,true
23,13,10,true
23,10,13,true
23,13,10,true
23,10,13,true
23,13,10,true
23,9,14,false
23,14,9,true
23,9,14,false
23,14,9,true
23,9,14,false
23,14,9,true
23,9,14,false
23,14,9,true
23,9,14,false
23,14,9,true
23,9,14,false
23,14,9,true
23,8,15,false
23,15,8,true
23,8,15,false
23,15,8,true
23,8,15,false
23,15,8,true
23,8,15,false
23,15,8,true
23,8,15,false
23,15,8,true
23,8,15,false
23,15,8,true
23,7,16,false
23,16,7,true
23,7,16,false
23,16,7,true
23,7,16,false
23,16,7,true
23,7,16,false
23,16,7,true
23,7,16,false
23,16,7,true
23,7,16,false
23,16,7,true
23,6,17,false
23,17,6,true
23,6,17,false
23,17,6,true
23,6,17,false
23,17,6,true
23,6,17,false
23,17,6,true
23,6,17,false
23,17,6,true
23,6,17,false
23,17,6,true
23,5,18,false
23,18,5,false
23,5,18,false
23,18,5,false
23,5,18,false
23,18,5,false
23,5,18,false
23,18,5,false
23,5,18,false
23,18,5,false
23,5,18,false
23,18,5,false
23,4,19,false
23,19,4,false
23,4,19,false
23,19,4,false
23,4,19,false
23,19,4,false
23,4,19,false
23,19,4,false
23,4,19,false
23,19,4,false
23,4,19,false
23,19,4,false
23,3,20,false
23,20,3,false
23,3,20,false
23,20,3,false
23,3,20,false
23,20,3,false
23,3,20,false
23,20,3,false
23,3,20,false
23,20,3,false
23,3,20,false
23,20,3,false
23,2,21,false
23,21,2,false
23,2,21,false
23,21,2,false
23,2,21,false
23,21,2,false
23,2,21,false
23,21,2,false
23,2,21,false
23,21,2,false
23,2,21,false
23,21,2,false
23,1,22,false
23,22,1,false
23,1,22,false
23,22,1,false
23,1,22,false
23,22,1,false
23,1,22,false
23,22,1,false
23,1,22,false
23,22,1,false
23,1,22,false
23,22,1,false
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,11,13,true
24,13,11,true
24,11,13,true
24,13,11,true
24,11,13,true
24,13,11,true
24,11,13,true
24,13,11,true
24,11,13,true
24,13,11,true
24,11,13,true
24,13,11,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,10,14,true
24,14,10,true
24,10,14,true
24,14,10,true
24,10,14,true
24,14,10,true
24,10,14,true
24,14,10,true
24,10,14,true
24,14,10,true
24,10,14,true
24,14,10,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,9,15,true
24,15,9,true
24,9,15,true
24,15,9,true
24,9,15,true
24,15,9,true
24,9,15,true
24,15,9,true
24,9,15,true
24,15,9,true
24,9,15,true
24,15,9,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,8,16,false
24,16,8,true
24,8,16,false
24,16,8,true
24,8,16,false
24,16,8,true
24,8,16,false
24,16,8,true
24,8,16,false
24,16,8,true
24,8,16,false
24,16,8,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,7,17,false
24,17,7,true
24,7,17,false
24,17,7,true
24,7,17,false
24,17,7,true
24,7,17,false
24,17,7,true
24,7,17,false
24,17,7,true
24,7,17,false
24,17,7,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,6,18,false
24,18,6,true
24,6,18,false
24,18,6,true
24,6,18,false
24,18,6,true
24,6,18,false
24,18,6,true
24,6,18,false
24,18,6,true
24,6,18,false
24,18,6,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,5,19,false
24,19,5,true
24,5,19,false
24,19,5,true
24,5,19,false
24,19,5,true
24,5,19,false
24,19,5,true
24,5,19,false
24,19,5,true
24,5,19,false
24,19,5,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,4,20,false
24,20,4,false
24,4,20,false
24,20,4,false
24,4,20,false
24,20,4,false
24,4,20,false
24,20,4,false
24,4,20,false
24,20,4,false
24,4,20,false
24,20,4,false
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,3,21,false
24,21,3,false
24,3,21,false
24,21,3,false
24,3,21,false
24,21,3,false
24,3,21,false
24,21,3,false
24,3,21,false
24,21,3,false
24,3,21,false
24,21,3,false
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,2,22,false
24,22,2,false
24,2,22,false
24,22,2,false
24,2,22,false
24,22,2,false
24,2,22,false
24,22,2,false
24,2,22,false
24,22,2,false
24,2,22,false
24,22,2,false
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,1,23,false
24,23,1,false
24,1,23,false
24,23,1,false
24,1,23,false
24,23,1,false
24,1,23,false
24,23,1,false
24,1,23,false
24,23,1,false
24,1,23,false
24,23,1,false
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
24,12,12,true
25,12,13,true
25,13,12,true
25,12,13,true
25,13,12,true
25,12,13,true
25,13,12,true
25,12,13,true
25,13,12,true
25,12,13,true
25,13,12,true
25,12,13,true
25,13,12,true
25,11,14,true
25,14,11,true
25,11,14,true
25,14,11,true
25,11,14,true
25,14,11,true
25,11,14,true
25,14,11,true
25,11,14,true
25,14,11,true
25,11,14,true
25,14,11,true
25,10,15,true
25,15,10,true
25,10,15,true
25,15,10,true
25,10,15,true
25,15,10,true
25,10,15,true
25,15,10,true
25,10,15,true
25,15,10,true
25,10,15,true
25,15,10,true
25,9,16,false
25,16,9,true
25,9,16,false
25,16,9,true
25,9,16,false
25,16,9,true
25,9,16,false
25,16,9,true
25,9,16,false
25,16,9,true
25,9,16,false
25,16,9,true
25,8,17,false
25,17,8,true
25,8,17,false
25,17,8,true
25,8,17,false
25,17,8,true
25,8,17,false
25,17,8,true
25,8,17,false
25,17,8,true
25,8,17,false
25,17,8,true
25,7,18,false
25,18,7,true
25,7,18,false
25,18,7,true
25,7,18,false
25,18,7,true
25,7,18,false
25,18,7,true
25,7,18,false
25,18,7,true
25,7,18,false
25,18,7,true
25,6,19,false
25,19,6,true
25,6,19,false
25,19,6,true
25,6,19,false
25,19,6,true
25,6,19,false
25,19,6,true
25,6,19,false
25,19,6,true
25,6,19,false
25,19,6,true
25,5,20,false
25,20,5,false
25,5,20,false
25,20,5,false
25,5,20,false
25,20,5,false
25,5,20,false
25,20,5,false
25,5,20,false
25,20,5,false
25,5,20,false
25,20,5,false
25,4,21,false
25,21,4,false
25,4,21,false
25,21,4,false
25,4,21,false
25,21,4,false
25,4,21,false
25,21,4,false
25,4,21,false
25,21,4,false
25,4,21,false
25,21,4,false
25,3,22,false
25,22,3,false
25,3,22,false
25,22,3,false
25,3,22,false
25,22,3,false
25,3,22,false
25,22,3,false
25,3,22,false
25,22,3,false
25,3,22,false
25,22,3,false
25,2,23,false
25,23,2,false
25,2,23,false
25,23,2,false
25,2,23,false
25,23,2,false
25,2,23,false
25,23,2,false
25,2,23,false
25,23,2,false
25,2,23,false
25,23,2,false
25,1,24,false
25,24,1,false
25,1,24,false
25,24,1,false
25,1,24,false
25,24,1,false
25,1,24,false
25,24,1,false
25,1,24,false
25,24,1,false
25,1,24,false
25,24,1,false
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,12,14,true
26,14,12,true
26,12,14,true
26,14,12,true
26,12,14,true
26,14,12,true
26,12,14,true
26,14,12,true
26,12,14,true
26,14,12,true
26,12,14,true
26,14,12,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,11,15,true
26,15,11,true
26,11,15,true
26,15,11,true
26,11,15,true
26,15,11,true
26,11,15,true
26,15,11,true
26,11,15,true
26,15,11,true
26,11,15,true
26,15,11,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,10,16,false
26,16,10,true
26,10,16,false
26,16,10,true
26,10,16,false
26,16,10,true
26,10,16,false
26,16,10,true
26,10,16,false
26,16,10,true
26,10,16,false
26,16,10,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,9,17,false
26,17,9,true
26,9,17,false
26,17,9,true
26,9,17,false
26,17,9,true
26,9,17,false
26,17,9,true
26,9,17,false
26,17,9,true
26,9,17,false
26,17,9,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,8,18,false
26,18,8,true
26,8,18,false
26,18,8,true
26,8,18,false
26,18,8,true
26,8,18,false
26,18,8,true
26,8,18,false
26,18,8,true
26,8,18,false
26,18,8,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,7,19,false
26,19,7,true
26,7,19,false
26,19,7,true
26,7,19,false
26,19,7,true
26,7,19,false
26,19,7,true
26,7,19,false
26,19,7,true
26,7,19,false
26,19,7,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,6,20,false
26,20,6,false
26,6,20,false
26,20,6,false
26,6,20,false
26,20,6,false
26,6,20,false
26,20,6,false
26,6,20,false
26,20,6,false
26,6,20,false
26,20,6,false
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,5,21,false
26,21,5,false
26,5,21,false
26,21,5,false
26,5,21,false
26,21,5,false
26,5,21,false
26,21,5,false
26,5,21,false
26,21,5,false
26,5,21,false
26,21,5,false
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,4,22,false
26,22,4,false
26,4,22,false
26,22,4,false
26,4,22,false
26,22,4,false
26,4,22,false
26,22,4,false
26,4,22,false
26,22,4,false
26,4,22,false
26,22,4,false
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,3,23,false
26,23,3,false
26,3,23,false
26,23,3,false
26,3,23,false
26,23,3,false
26,3,23,false
26,23,3,false
26,3,23,false
26,23,3,false
26,3,23,false
26,23,3,false
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,2,24,false
26,24,2,false
26,2,24,false
26,24,2,false
26,2,24,false
26,24,2,false
26,2,24,false
26,24,2,false
26,2,24,false
26,24,2,false
26,2,24,false
26,24,2,false
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,1,25,false
26,25,1,false
26,1,25,false
26,25,1,false
26,1,25,false
26,25,1,false
26,1,25,false
26,25,1,false
26,1,25,false
26,25,1,false
26,1,25,false
26,25,1,false
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
26,13,13,true
